"Country or Area Code","Country or Area","Year","Value"
"LVA","Latvia","2001","656835"
"LVA","Latvia","2000","401272"
"LVA","Latvia","1999","274344"
"LVA","Latvia","1998","167460"
"LVA","Latvia","1997","77100"
"LVA","Latvia","1996","28500"
"LVA","Latvia","1995","15003"
"LVA","Latvia","1994","8364"
"LVA","Latvia","1993","3800"
"LVA","Latvia","1992","1027"
"LVA","Latvia","1991","0"
"LVA","Latvia","1990","0"
"LVA","Latvia","1989","0"
"LVA","Latvia","1988","0"
"LVA","Latvia","1987","0"
"LVA","Latvia","1986","0"
"LVA","Latvia","1985","0"
"LVA","Latvia","1984","0"
"LVA","Latvia","1983","0"
"LVA","Latvia","1982","0"
"LVA","Latvia","1981","0"
"LVA","Latvia","1980","0"
"LVA","Latvia","1979","0"
"LVA","Latvia","1978","0"
"LVA","Latvia","1977","0"
"LVA","Latvia","1976","0"
"LVA","Latvia","1975","0"
"LVA","Latvia","1970","0"
"LVA","Latvia","1965","0"
"LVA","Latvia","1960","0"
"LBN","Lebanon","2008","1430000"
"LBN","Lebanon","2007","1260000"
"LBN","Lebanon","2006","1106431"
"LBN","Lebanon","2005","993557"
"LBN","Lebanon","2004","884445"
"LBN","Lebanon","2003","795460"
"LBN","Lebanon","2002","775104"
"LBN","Lebanon","2001","766754"
"LBN","Lebanon","2000","743000"
"LBN","Lebanon","1999","627000"
"LBN","Lebanon","1998","505300"
"LBN","Lebanon","1997","373900"
"LBN","Lebanon","1996","198000"
"LBN","Lebanon","1995","120000"
"LBN","Lebanon","1994","0"
"LBN","Lebanon","1993","0"
"LBN","Lebanon","1992","0"
"LBN","Lebanon","1991","0"
"LBN","Lebanon","1990","0"
"LBN","Lebanon","1989","0"
"LBN","Lebanon","1988","0"
"LBN","Lebanon","1987","0"
"LBN","Lebanon","1986","0"
"LBN","Lebanon","1985","0"
"LBN","Lebanon","1984","0"
"LBN","Lebanon","1983","0"
"LBN","Lebanon","1982","0"
"LBN","Lebanon","1981","0"
"LBN","Lebanon","1980","0"
"LBN","Lebanon","1979","0"
"LBN","Lebanon","1978","0"
"LBN","Lebanon","1977","0"
"LBN","Lebanon","1976","0"
"LBN","Lebanon","1975","0"
"LBN","Lebanon","1970","0"
"LBN","Lebanon","1965","0"
"LBN","Lebanon","1960","0"
"LSO","Lesotho","2008","581000"
"LSO","Lesotho","2007","456000"
"LSO","Lesotho","2006","357913"
"LSO","Lesotho","2005","249786"
"LSO","Lesotho","2004","196213"
"LSO","Lesotho","2003","125950"
"LSO","Lesotho","2002","137953"
"LSO","Lesotho","2001","57000"
"LSO","Lesotho","2000","21600"
"LSO","Lesotho","1999","12000"
"LSO","Lesotho","1998","9831"
"LSO","Lesotho","1997","3500"
"LSO","Lesotho","1996","1262"
"LSO","Lesotho","1995","0"
"LSO","Lesotho","1994","0"
"LSO","Lesotho","1993","0"
"LSO","Lesotho","1992","0"
"LSO","Lesotho","1991","0"
"LSO","Lesotho","1990","0"
"LSO","Lesotho","1989","0"
"LSO","Lesotho","1988","0"
"LSO","Lesotho","1987","0"
"LSO","Lesotho","1986","0"
"LSO","Lesotho","1985","0"
"LSO","Lesotho","1984","0"
"LSO","Lesotho","1983","0"
"LSO","Lesotho","1982","0"
"LSO","Lesotho","1981","0"
"LSO","Lesotho","1980","0"
"LSO","Lesotho","1979","0"
"LSO","Lesotho","1978","0"
"LSO","Lesotho","1977","0"
"LSO","Lesotho","1976","0"
"LSO","Lesotho","1975","0"
"LSO","Lesotho","1970","0"
"LSO","Lesotho","1965","0"
"LSO","Lesotho","1960","0"
"LBR","Liberia","2008","732000"
"LBR","Liberia","2007","563000"
"LBR","Liberia","2006","280000"
"LBR","Liberia","2005","160000"
"LBR","Liberia","2004","94370"
"LBR","Liberia","2003","47250"
"LBR","Liberia","2001","2000"
"LBR","Liberia","2000","1500"
"LBR","Liberia","1999","0"
"LBR","Liberia","1998","0"
"LBR","Liberia","1997","0"
"LBR","Liberia","1996","0"
"LBR","Liberia","1995","0"
"LBR","Liberia","1994","0"
"LBR","Liberia","1993","0"
"LBR","Liberia","1992","0"
"LBR","Liberia","1991","0"
"LBR","Liberia","1990","0"
"LBR","Liberia","1989","0"
"LBR","Liberia","1988","0"
"LBR","Liberia","1987","0"
"LBR","Liberia","1986","0"
"LBR","Liberia","1985","0"
"LBR","Liberia","1984","0"
"LBR","Liberia","1983","0"
"LBR","Liberia","1982","0"
"LBR","Liberia","1981","0"
"LBR","Liberia","1980","0"
"LBR","Liberia","1979","0"
"LBR","Liberia","1978","0"
"LBR","Liberia","1977","0"
"LBR","Liberia","1976","0"
"LBR","Liberia","1975","0"
"LBR","Liberia","1970","0"
"LBR","Liberia","1965","0"
"LBR","Liberia","1960","0"
"LBY","Libya","2007","4500000"
"LBY","Libya","2006","3927562"
"LBY","Libya","2005","2000000"
"LBY","Libya","2004","500000"
"LBY","Libya","2003","127000"
"LBY","Libya","2002","70000"
"LBY","Libya","2001","50000"
"LBY","Libya","2000","40000"
"LBY","Libya","1999","30000"
"LBY","Libya","1998","20000"
"LBY","Libya","1997","10000"
"LBY","Libya","1996","0"
"LBY","Libya","1995","0"
"LBY","Libya","1994","0"
"LBY","Libya","1993","0"
"LBY","Libya","1992","0"
"LBY","Libya","1991","0"
"LBY","Libya","1990","0"
"LBY","Libya","1989","0"
"LBY","Libya","1988","0"
"LBY","Libya","1987","0"
"LBY","Libya","1986","0"
"LBY","Libya","1985","0"
"LBY","Libya","1984","0"
"LBY","Libya","1983","0"
"LBY","Libya","1982","0"
"LBY","Libya","1981","0"
"LBY","Libya","1980","0"
"LBY","Libya","1979","0"
"LBY","Libya","1978","0"
"LBY","Libya","1977","0"
"LBY","Libya","1976","0"
"LBY","Libya","1975","0"
"LBY","Libya","1970","0"
"LBY","Libya","1965","0"
"LBY","Libya","1960","0"
"LIE","Liechtenstein","2007","32013"
"LIE","Liechtenstein","2006","28755"
"LIE","Liechtenstein","2005","27503"
"LIE","Liechtenstein","2004","25500"
"LIE","Liechtenstein","2003","25000"
"LIE","Liechtenstein","2002","11402"
"LIE","Liechtenstein","2001","11000"
"LIE","Liechtenstein","2000","10000"
"LIE","Liechtenstein","1999","9000"
"LIE","Liechtenstein","1998","7500"
"LIE","Liechtenstein","1990","0"
"LTU","Lithuania","2008","5022638"
"LTU","Lithuania","2007","4912077"
"LTU","Lithuania","2006","4718215"
"LTU","Lithuania","2005","4353447"
"LTU","Lithuania","2004","3051160"
"LTU","Lithuania","2003","2102207"
"LTU","Lithuania","2002","1645568"
"LTU","Lithuania","2001","1017999"
"LTU","Lithuania","2000","524000"
"LTU","Lithuania","1999","332000"
"LTU","Lithuania","1998","267615"
"LTU","Lithuania","1997","165337"
"LTU","Lithuania","1996","50973"
"LTU","Lithuania","1995","14795"
"LTU","Lithuania","1994","4512"
"LTU","Lithuania","1993","1242"
"LTU","Lithuania","1992","267"
"LTU","Lithuania","1991","0"
"LTU","Lithuania","1990","0"
"LTU","Lithuania","1989","0"
"LTU","Lithuania","1988","0"
"LTU","Lithuania","1987","0"
"LTU","Lithuania","1986","0"
"LTU","Lithuania","1985","0"
"LTU","Lithuania","1984","0"
"LTU","Lithuania","1983","0"
"LTU","Lithuania","1982","0"
"LTU","Lithuania","1981","0"
"LTU","Lithuania","1980","0"
"LTU","Lithuania","1979","0"
"LTU","Lithuania","1978","0"
"LTU","Lithuania","1977","0"
"LTU","Lithuania","1976","0"
"LTU","Lithuania","1975","0"
"LTU","Lithuania","1970","0"
"LTU","Lithuania","1965","0"
"LTU","Lithuania","1960","0"
"LUX","Luxembourg","2008","707000"
"LUX","Luxembourg","2007","684500"
"LUX","Luxembourg","2006","713000"
"LUX","Luxembourg","2005","510000"
"LUX","Luxembourg","2004","470000"
"LUX","Luxembourg","2003","539000"
"LUX","Luxembourg","2002","473000"
"LUX","Luxembourg","2001","409064"
"LUX","Luxembourg","2000","303274"
"LUX","Luxembourg","1999","209190"
"LUX","Luxembourg","1998","130500"
"LUX","Luxembourg","1997","67208"
"LUX","Luxembourg","1996","45000"
"LUX","Luxembourg","1995","26838"
"LUX","Luxembourg","1994","12895"
"LUX","Luxembourg","1993","5082"
"LUX","Luxembourg","1992","1120"
"LUX","Luxembourg","1991","1139"
"LUX","Luxembourg","1990","824"
"LUX","Luxembourg","1989","665"
"LUX","Luxembourg","1988","542"
"LUX","Luxembourg","1987","375"
"LUX","Luxembourg","1986","292"
"LUX","Luxembourg","1985","40"
"LUX","Luxembourg","1984","0"
"LUX","Luxembourg","1983","0"
"LUX","Luxembourg","1982","0"
"LUX","Luxembourg","1981","0"
"LUX","Luxembourg","1980","0"
"LUX","Luxembourg","1979","0"
"LUX","Luxembourg","1978","0"
"LUX","Luxembourg","1977","0"
"LUX","Luxembourg","1976","0"
"LUX","Luxembourg","1975","0"
"LUX","Luxembourg","1970","0"
"LUX","Luxembourg","1965","0"
"LUX","Luxembourg","1960","0"
"MAC","Macao, China","2008","932596"
"MAC","Macao, China","2007","794323"
"MAC","Macao, China","2006","636347"
"MAC","Macao, China","2005","532758"
"MAC","Macao, China","2004","432450"
"MAC","Macao, China","2003","364031"
"MAC","Macao, China","2002","276138"
"MAC","Macao, China","2001","194475"
"MAC","Macao, China","2000","141052"
"MAC","Macao, China","1999","118101"
"MAC","Macao, China","1998","82114"
"MAC","Macao, China","1997","52845"
"MAC","Macao, China","1996","44788"
"MAC","Macao, China","1995","35881"
"MAC","Macao, China","1994","21445"
"MAC","Macao, China","1993","15135"
"MAC","Macao, China","1992","10513"
"MAC","Macao, China","1991","4847"
"MAC","Macao, China","1990","2232"
"MAC","Macao, China","1989","1356"
"MAC","Macao, China","1988","0"
"MAC","Macao, China","1987","0"
"MAC","Macao, China","1986","0"
"MAC","Macao, China","1985","0"
"MAC","Macao, China","1984","0"
"MAC","Macao, China","1983","0"
"MAC","Macao, China","1982","0"
"MAC","Macao, China","1981","0"
"MAC","Macao, China","1980","0"
"MAC","Macao, China","1979","0"
"MAC","Macao, China","1978","0"
"MAC","Macao, China","1977","0"
"MAC","Macao, China","1976","0"
"MAC","Macao, China","1975","0"
"MAC","Macao, China","1970","0"
"MAC","Macao, China","1965","0"
"MAC","Macao, China","1960","0"
"MDG","Madagascar","2008","4835239"
"MDG","Madagascar","2007","2217612"
"MDG","Madagascar","2006","1045888"
"MDG","Madagascar","2005","510269"
"MDG","Madagascar","2004","333888"
"MDG","Madagascar","2003","283666"
"MDG","Madagascar","2002","163010"
"MDG","Madagascar","2001","147500"
"MDG","Madagascar","2000","63094"
"MDG","Madagascar","1999","35752"
"MDG","Madagascar","1998","12784"
"MDG","Madagascar","1997","4100"
"MDG","Madagascar","1996","2300"
"MDG","Madagascar","1995","1300"
"MDG","Madagascar","1994","300"
"MDG","Madagascar","1993","0"
"MDG","Madagascar","1992","0"
"MDG","Madagascar","1991","0"
"MDG","Madagascar","1990","0"
"MDG","Madagascar","1989","0"
"MDG","Madagascar","1988","0"
"MDG","Madagascar","1987","0"
"MDG","Madagascar","1986","0"
"MDG","Madagascar","1985","0"
"MDG","Madagascar","1984","0"
"MDG","Madagascar","1983","0"
"MDG","Madagascar","1982","0"
"MDG","Madagascar","1981","0"
"MDG","Madagascar","1980","0"
"MDG","Madagascar","1979","0"
"MDG","Madagascar","1978","0"
"MDG","Madagascar","1977","0"
"MDG","Madagascar","1976","0"
"MDG","Madagascar","1975","0"
"MDG","Madagascar","1970","0"
"MDG","Madagascar","1965","0"
"MDG","Madagascar","1960","0"
"MWI","Malawi","2008","1781000"
"MWI","Malawi","2007","1050852"
"MWI","Malawi","2006","620163"
"MWI","Malawi","2005","421163"
"MWI","Malawi","2004","222135"
"MWI","Malawi","2003","135114"
"MWI","Malawi","2002","86047"
"MWI","Malawi","2001","55730"
"MWI","Malawi","2000","49000"
"MWI","Malawi","1999","22500"
"MWI","Malawi","1998","10500"
"MWI","Malawi","1997","7000"
"MWI","Malawi","1996","3700"
"MWI","Malawi","1995","382"
"MWI","Malawi","1994","0"
"MWI","Malawi","1993","0"
"MWI","Malawi","1992","0"
"MWI","Malawi","1991","0"
"MWI","Malawi","1990","0"
"MWI","Malawi","1989","0"
"MWI","Malawi","1988","0"
"MWI","Malawi","1987","0"
"MWI","Malawi","1986","0"
"MWI","Malawi","1985","0"
"MWI","Malawi","1984","0"
"MWI","Malawi","1983","0"
"MWI","Malawi","1982","0"
"MWI","Malawi","1981","0"
"MWI","Malawi","1980","0"
"MWI","Malawi","1979","0"
"MWI","Malawi","1978","0"
"MWI","Malawi","1977","0"
"MWI","Malawi","1976","0"
"MWI","Malawi","1975","0"
"MWI","Malawi","1970","0"
"MWI","Malawi","1965","0"
"MWI","Malawi","1960","0"
"MYS","Malaysia","2008","2.7125E+07"
"MYS","Malaysia","2007","2.3347E+07"
"MYS","Malaysia","2006","1.946372E+07"
"MYS","Malaysia","2005","1.9545E+07"
"MYS","Malaysia","2004","1.4611E+07"
"MYS","Malaysia","2003","1.1124E+07"
"MYS","Malaysia","2002","9053000"
"MYS","Malaysia","2001","7385000"
"MYS","Malaysia","2000","5121748"
"MYS","Malaysia","1999","2990000"
"MYS","Malaysia","1998","2200000"
"MYS","Malaysia","1997","2000000"
"MYS","Malaysia","1996","1520320"
"MYS","Malaysia","1995","1005066"
"MYS","Malaysia","1994","571720"
"MYS","Malaysia","1993","340022"
"MYS","Malaysia","1992","200573"
"MYS","Malaysia","1991","130000"
"MYS","Malaysia","1990","86620"
"MYS","Malaysia","1989","39419"
"MYS","Malaysia","1988","27302"
"MYS","Malaysia","1987","17411"
"MYS","Malaysia","1986","10817"
"MYS","Malaysia","1984","0"
"MYS","Malaysia","1983","0"
"MYS","Malaysia","1982","0"
"MYS","Malaysia","1981","0"
"MYS","Malaysia","1980","0"
"MYS","Malaysia","1979","0"
"MYS","Malaysia","1978","0"
"MYS","Malaysia","1977","0"
"MYS","Malaysia","1976","0"
"MYS","Malaysia","1975","0"
"MYS","Malaysia","1970","0"
"MYS","Malaysia","1965","0"
"MYS","Malaysia","1960","0"
"MDV","Maldives","2008","435627"
"MDV","Maldives","2007","313539"
"MDV","Maldives","2006","271053"
"MDV","Maldives","2005","203620"
"MDV","Maldives","2004","113246"
"MDV","Maldives","2003","66466"
"MDV","Maldives","2002","41899"
"MDV","Maldives","2001","18894"
"MDV","Maldives","2000","7638"
"MDV","Maldives","1999","2926"
"MDV","Maldives","1998","1606"
"MDV","Maldives","1997","1290"
"MDV","Maldives","1996","20"
"MDV","Maldives","1995","0"
"MDV","Maldives","1994","0"
"MDV","Maldives","1993","0"
"MDV","Maldives","1992","0"
"MDV","Maldives","1991","0"
"MDV","Maldives","1990","0"
"MDV","Maldives","1989","0"
"MDV","Maldives","1988","0"
"MDV","Maldives","1987","0"
"MDV","Maldives","1986","0"
"MDV","Maldives","1985","0"
"MDV","Maldives","1984","0"
"MDV","Maldives","1983","0"
"MDV","Maldives","1982","0"
"MDV","Maldives","1981","0"
"MDV","Maldives","1980","0"
"MDV","Maldives","1979","0"
"MDV","Maldives","1978","0"
"MDV","Maldives","1977","0"
"MDV","Maldives","1976","0"
"MDV","Maldives","1975","0"
"MDV","Maldives","1970","0"
"MDV","Maldives","1965","0"
"MDV","Maldives","1960","0"
"MLI","Mali","2008","3267195"
"MLI","Mali","2007","2530891"
"MLI","Mali","2006","1512948"
"MLI","Mali","2005","761986"
"MLI","Mali","2004","406861"
"MLI","Mali","2003","247223"
"MLI","Mali","2002","45974"
"MLI","Mali","2001","23997"
"MLI","Mali","2000","10398"
"MLI","Mali","1999","6387"
"MLI","Mali","1998","4473"
"MLI","Mali","1997","2842"
"MLI","Mali","1996","1187"
"MLI","Mali","1995","0"
"MLI","Mali","1994","0"
"MLI","Mali","1993","0"
"MLI","Mali","1992","0"
"MLI","Mali","1991","0"
"MLI","Mali","1990","0"
"MLI","Mali","1989","0"
"MLI","Mali","1988","0"
"MLI","Mali","1987","0"
"MLI","Mali","1986","0"
"MLI","Mali","1985","0"
"MLI","Mali","1984","0"
"MLI","Mali","1983","0"
"MLI","Mali","1982","0"
"MLI","Mali","1981","0"
"MLI","Mali","1980","0"
"MLI","Mali","1979","0"
"MLI","Mali","1978","0"
"MLI","Mali","1977","0"
"MLI","Mali","1976","0"
"MLI","Mali","1975","0"
"MLI","Mali","1970","0"
"MLI","Mali","1965","0"
"MLI","Mali","1960","0"
"MLT","Malta","2008","385636"
"MLT","Malta","2007","371530"
"MLT","Malta","2006","346771"
"MLT","Malta","2005","323980"
"MLT","Malta","2004","306067"
"MLT","Malta","2003","289992"
"MLT","Malta","2002","276859"
"MLT","Malta","2001","239416"
"MLT","Malta","2000","114444"
"MLT","Malta","1999","37541"
"MLT","Malta","1998","22531"
"MLT","Malta","1997","17691"
"MLT","Malta","1996","12500"
"MLT","Malta","1995","10791"
"MLT","Malta","1994","7500"
"MLT","Malta","1993","5300"
"MLT","Malta","1992","3500"
"MLT","Malta","1991","2280"
"MLT","Malta","1990","0"
"MLT","Malta","1989","0"
"MLT","Malta","1988","0"
"MLT","Malta","1987","0"
"MLT","Malta","1986","0"
"MLT","Malta","1985","0"
"MLT","Malta","1984","0"
"MLT","Malta","1983","0"
"MLT","Malta","1982","0"
"MLT","Malta","1981","0"
"MLT","Malta","1980","0"
"MLT","Malta","1979","0"
"MLT","Malta","1978","0"
"MLT","Malta","1977","0"
"MLT","Malta","1976","0"
"MLT","Malta","1975","0"
"MLT","Malta","1970","0"
"MLT","Malta","1965","0"
"MLT","Malta","1960","0"
"MHL","Marshall Islands","2007","750"
"MHL","Marshall Islands","2006","700"
"MHL","Marshall Islands","2005","660"
"MHL","Marshall Islands","2004","644"
"MHL","Marshall Islands","2003","598"
"MHL","Marshall Islands","2002","552"
"MHL","Marshall Islands","2001","489"
"MHL","Marshall Islands","2000","447"
"MHL","Marshall Islands","1999","443"
"MHL","Marshall Islands","1998","345"
"MHL","Marshall Islands","1997","466"
"MHL","Marshall Islands","1996","365"
"MHL","Marshall Islands","1995","264"
"MHL","Marshall Islands","1994","280"
"MHL","Marshall Islands","1993","0"
"MHL","Marshall Islands","1992","0"
"MHL","Marshall Islands","1991","0"
"MHL","Marshall Islands","1990","0"
"MHL","Marshall Islands","1989","0"
"MHL","Marshall Islands","1988","0"
"MHL","Marshall Islands","1987","0"
"MHL","Marshall Islands","1986","0"
"MHL","Marshall Islands","1985","0"
"MHL","Marshall Islands","1984","0"
"MHL","Marshall Islands","1983","0"
"MHL","Marshall Islands","1982","0"
"MHL","Marshall Islands","1981","0"
"MHL","Marshall Islands","1980","0"
"MHL","Marshall Islands","1979","0"
"MHL","Marshall Islands","1978","0"
"MHL","Marshall Islands","1977","0"
"MHL","Marshall Islands","1976","0"
"MHL","Marshall Islands","1975","0"
"MHL","Marshall Islands","1970","0"
"MHL","Marshall Islands","1965","0"
"MHL","Marshall Islands","1960","0"
"MTQ","Martinique","2004","295400"
"MTQ","Martinique","2003","277800"
"MTQ","Martinique","2002","298300"
"MTQ","Martinique","2001","286120"
"MTQ","Martinique","2000","162080"
"MTQ","Martinique","1999","102000"
"MTQ","Martinique","1998","55000"
"MTQ","Martinique","1997","15000"
"MTQ","Martinique","1996","0"
"MTQ","Martinique","1995","0"
"MTQ","Martinique","1994","0"
"MTQ","Martinique","1993","0"
"MTQ","Martinique","1992","0"
"MTQ","Martinique","1991","0"
"MTQ","Martinique","1990","0"
"MTQ","Martinique","1989","0"
"MTQ","Martinique","1988","0"
"MTQ","Martinique","1987","0"
"MTQ","Martinique","1986","0"
"MTQ","Martinique","1985","0"
"MTQ","Martinique","1984","0"
"MTQ","Martinique","1983","0"
"MTQ","Martinique","1982","0"
"MTQ","Martinique","1981","0"
"MTQ","Martinique","1980","0"
"MTQ","Martinique","1979","0"
"MTQ","Martinique","1978","0"
"MTQ","Martinique","1977","0"
"MTQ","Martinique","1976","0"
"MTQ","Martinique","1975","0"
"MTQ","Martinique","1970","0"
"MTQ","Martinique","1965","0"
"MTQ","Martinique","1960","0"
"MRT","Mauritania","2008","2091992"
"MRT","Mauritania","2007","1413967"
"MRT","Mauritania","2006","1060122"
"MRT","Mauritania","2005","745615"
"MRT","Mauritania","2004","522400"
"MRT","Mauritania","2003","350954"
"MRT","Mauritania","2002","247238"
"MRT","Mauritania","2001","110463"
"MRT","Mauritania","2000","15300"
"MRT","Mauritania","1999","0"
"MRT","Mauritania","1998","0"
"MRT","Mauritania","1997","0"
"MRT","Mauritania","1996","0"
"MRT","Mauritania","1995","0"
"MRT","Mauritania","1994","0"
"MRT","Mauritania","1993","0"
"MRT","Mauritania","1992","0"
"MRT","Mauritania","1991","0"
"MRT","Mauritania","1990","0"
"MRT","Mauritania","1989","0"
"MRT","Mauritania","1988","0"
"MRT","Mauritania","1987","0"
"MRT","Mauritania","1986","0"
"MRT","Mauritania","1985","0"
"MRT","Mauritania","1984","0"
"MRT","Mauritania","1983","0"
"MRT","Mauritania","1982","0"
"MRT","Mauritania","1981","0"
"MRT","Mauritania","1980","0"
"MRT","Mauritania","1979","0"
"MRT","Mauritania","1978","0"
"MRT","Mauritania","1977","0"
"MRT","Mauritania","1976","0"
"MRT","Mauritania","1975","0"
"MRT","Mauritania","1970","0"
"MRT","Mauritania","1965","0"
"MRT","Mauritania","1960","0"
"MUS","Mauritius","2008","1033259"
"MUS","Mauritius","2007","928622"
"MUS","Mauritius","2006","772395"
"MUS","Mauritius","2005","656828"
"MUS","Mauritius","2004","547745"
"MUS","Mauritius","2003","462405"
"MUS","Mauritius","2002","348137"
"MUS","Mauritius","2001","272416"
"MUS","Mauritius","2000","180000"
"MUS","Mauritius","1999","102119"
"MUS","Mauritius","1998","60448"
"MUS","Mauritius","1997","42515"
"MUS","Mauritius","1996","20843"
"MUS","Mauritius","1995","11735"
"MUS","Mauritius","1994","5706"
"MUS","Mauritius","1993","4037"
"MUS","Mauritius","1992","2912"
"MUS","Mauritius","1991","2500"
"MUS","Mauritius","1990","2200"
"MUS","Mauritius","1989","0"
"MUS","Mauritius","1988","0"
"MUS","Mauritius","1987","0"
"MUS","Mauritius","1986","0"
"MUS","Mauritius","1985","0"
"MUS","Mauritius","1984","0"
"MUS","Mauritius","1983","0"
"MUS","Mauritius","1982","0"
"MUS","Mauritius","1981","0"
"MUS","Mauritius","1980","0"
"MUS","Mauritius","1979","0"
"MUS","Mauritius","1978","0"
"MUS","Mauritius","1977","0"
"MUS","Mauritius","1976","0"
"MUS","Mauritius","1975","0"
"MUS","Mauritius","1970","0"
"MUS","Mauritius","1965","0"
"MUS","Mauritius","1960","0"
"MYT","Mayotte","2004","48100"
"MYT","Mayotte","2003","33200"
"MYT","Mayotte","2002","20300"
"MYT","Mayotte","2001","0"
"MYT","Mayotte","2000","0"
"MYT","Mayotte","1999","0"
"MYT","Mayotte","1998","0"
"MYT","Mayotte","1997","0"
"MYT","Mayotte","1996","0"
"MYT","Mayotte","1995","0"
"MYT","Mayotte","1994","0"
"MYT","Mayotte","1993","0"
"MYT","Mayotte","1992","0"
"MYT","Mayotte","1991","0"
"MYT","Mayotte","1990","0"
"MYT","Mayotte","1989","0"
"MYT","Mayotte","1988","0"
"MYT","Mayotte","1987","0"
"MYT","Mayotte","1986","0"
"MYT","Mayotte","1985","0"
"MYT","Mayotte","1984","0"
"MYT","Mayotte","1983","0"
"MYT","Mayotte","1982","0"
"MYT","Mayotte","1981","0"
"MYT","Mayotte","1980","0"
"MYT","Mayotte","1979","0"
"MYT","Mayotte","1978","0"
"MYT","Mayotte","1977","0"
"MYT","Mayotte","1976","0"
"MYT","Mayotte","1975","0"
"MYT","Mayotte","1970","0"
"MYT","Mayotte","1965","0"
"MYT","Mayotte","1960","0"
"MEX","Mexico","2008","7.530347E+07"
"MEX","Mexico","2007","6.655946E+07"
"MEX","Mexico","2006","5.539546E+07"
"MEX","Mexico","2005","4.712874E+07"
"MEX","Mexico","2004","3.845114E+07"
"MEX","Mexico","2003","3.00977E+07"
"MEX","Mexico","2002","2.592827E+07"
"MEX","Mexico","2001","2.175756E+07"
"MEX","Mexico","2000","1.407788E+07"
"MEX","Mexico","1999","7731635"
"MEX","Mexico","1998","3349475"
"MEX","Mexico","1997","1740814"
"MEX","Mexico","1996","1021900"
"MEX","Mexico","1995","688513"
"MEX","Mexico","1994","569251"
"MEX","Mexico","1993","386132"
"MEX","Mexico","1992","312647"
"MEX","Mexico","1991","160898"
"MEX","Mexico","1990","63926"
"MEX","Mexico","1989","8500"
"MEX","Mexico","1988","1500"
"MEX","Mexico","1987","0"
"MEX","Mexico","1986","0"
"MEX","Mexico","1985","0"
"MEX","Mexico","1984","0"
"MEX","Mexico","1983","0"
"MEX","Mexico","1982","0"
"MEX","Mexico","1981","0"
"MEX","Mexico","1980","0"
"MEX","Mexico","1979","0"
"MEX","Mexico","1978","0"
"MEX","Mexico","1977","0"
"MEX","Mexico","1976","0"
"MEX","Mexico","1975","0"
"MEX","Mexico","1970","0"
"MEX","Mexico","1965","0"
"MEX","Mexico","1960","0"
"FSM","Micronesia (Fed. States of)","2007","27436"
"FSM","Micronesia (Fed. States of)","2006","18616"
"FSM","Micronesia (Fed. States of)","2005","14094"
"FSM","Micronesia (Fed. States of)","2004","12782"
"FSM","Micronesia (Fed. States of)","2003","5869"
"FSM","Micronesia (Fed. States of)","2002","100"
"FSM","Micronesia (Fed. States of)","2001","0"
"FSM","Micronesia (Fed. States of)","2000","0"
"FSM","Micronesia (Fed. States of)","1999","0"
"FSM","Micronesia (Fed. States of)","1998","0"
"FSM","Micronesia (Fed. States of)","1997","0"
"FSM","Micronesia (Fed. States of)","1996","0"
"FSM","Micronesia (Fed. States of)","1995","0"
"FSM","Micronesia (Fed. States of)","1994","0"
"FSM","Micronesia (Fed. States of)","1993","0"
"FSM","Micronesia (Fed. States of)","1992","0"
"FSM","Micronesia (Fed. States of)","1991","0"
"FSM","Micronesia (Fed. States of)","1990","0"
"FSM","Micronesia (Fed. States of)","1989","0"
"FSM","Micronesia (Fed. States of)","1988","0"
"FSM","Micronesia (Fed. States of)","1987","0"
"FSM","Micronesia (Fed. States of)","1986","0"
"FSM","Micronesia (Fed. States of)","1985","0"
"FSM","Micronesia (Fed. States of)","1984","0"
"FSM","Micronesia (Fed. States of)","1983","0"
"FSM","Micronesia (Fed. States of)","1982","0"
"FSM","Micronesia (Fed. States of)","1981","0"
"FSM","Micronesia (Fed. States of)","1980","0"
"FSM","Micronesia (Fed. States of)","1979","0"
"FSM","Micronesia (Fed. States of)","1978","0"
"FSM","Micronesia (Fed. States of)","1977","0"
"FSM","Micronesia (Fed. States of)","1976","0"
"FSM","Micronesia (Fed. States of)","1975","0"
"FSM","Micronesia (Fed. States of)","1970","0"
"FSM","Micronesia (Fed. States of)","1965","0"
"FSM","Micronesia (Fed. States of)","1960","0"
"MDA","Moldova","2008","2420000"
"MDA","Moldova","2007","1882830"
"MDA","Moldova","2006","1358152"
"MDA","Moldova","2005","1089800"
"MDA","Moldova","2004","787000"
"MDA","Moldova","2003","475942"
"MDA","Moldova","2002","338225"
"MDA","Moldova","2001","225000"
"MDA","Moldova","2000","139000"
"MDA","Moldova","1999","18000"
"MDA","Moldova","1998","7000"
"MDA","Moldova","1997","2200"
"MDA","Moldova","1996","920"
"MDA","Moldova","1995","14"
"MDA","Moldova","1994","0"
"MDA","Moldova","1993","0"
"MDA","Moldova","1992","0"
"MDA","Moldova","1991","0"
"MDA","Moldova","1990","0"
"MDA","Moldova","1989","0"
"MDA","Moldova","1988","0"
"MDA","Moldova","1987","0"
"MDA","Moldova","1986","0"
"MDA","Moldova","1985","0"
"MDA","Moldova","1984","0"
"MDA","Moldova","1983","0"
"MDA","Moldova","1982","0"
"MDA","Moldova","1981","0"
"MDA","Moldova","1980","0"
"MDA","Moldova","1979","0"
